,image,object,probability,coordinates,check
417,N30051001432233,car,0.27,"[1869, 1610, 2492, 2324]",
418,N30051001506846,person,0.95,"[1387, 442, 2184, 2061]",
419,N30051001506846,person,0.94,"[789, 435, 1448, 2072]",
420,N30051001443446,tie,0.81,"[1735, 1164, 1871, 1889]",
421,N30051001443446,cell phone,0.8,"[1883, 1629, 2143, 1922]",
422,N30051001443446,person,0.79,"[1422, 582, 2505, 2342]",
423,N30051001443446,person,0.78,"[423, 599, 1702, 2340]",
424,N30051001443446,dog,0.76,"[2142, 1577, 2730, 2344]",
425,N30051001443446,person,0.33,"[648, 581, 2514, 2341]",
426,N30051001447876,person,0.91,"[365, 787, 1195, 2358]",
427,N30051001447876,chair,0.83,"[313, 1328, 1197, 2339]",
428,N30051001447876,potted plant,0.77,"[1780, 432, 2773, 1608]",
429,N30051001447876,tie,0.6,"[649, 1084, 724, 1269]",
430,N30051001447876,person,0.59,"[1109, 469, 1850, 1568]",
431,N30051001447876,vase,0.58,"[2087, 1472, 2478, 1611]",
432,N30051001447876,chair,0.32,"[313, 1328, 878, 2335]",
433,N30051001442943,bed,0.85,"[44, 1373, 1554, 2350]",
434,N30051001442943,chair,0.8,"[324, 1193, 628, 1588]",
435,N30051001442943,bed,0.73,"[1947, 924, 2885, 1340]",
436,N30051001442943,chair,0.71,"[794, 1159, 1168, 1718]",
437,N30051001442943,person,0.69,"[332, 950, 551, 1161]",
438,N30051001442943,person,0.61,"[1527, 719, 1673, 1065]",
439,N30051001442943,bed,0.61,"[2288, 1463, 2886, 2312]",
440,N30051001442943,person,0.6,"[832, 872, 1034, 1158]",
441,N30051001442943,person,0.59,"[1230, 732, 1442, 1159]",
442,N30051001442943,person,0.59,"[1046, 784, 1210, 1040]",
443,N30051001442943,suitcase,0.58,"[1668, 1511, 2010, 1879]",
444,N30051001442943,person,0.57,"[1146, 969, 1523, 1299]",
445,N30051001442943,dinning table,0.56,"[60, 1113, 758, 1403]",
446,N30051001442943,bed,0.55,"[1416, 1029, 2480, 1650]",
447,N30051001442943,person,0.52,"[878, 1036, 1550, 1868]",
448,N30051001442943,person,0.46,"[1722, 732, 1870, 991]",
449,N30051001442943,person,0.43,"[2320, 869, 2469, 1044]",
450,N30051001442943,chair,0.38,"[717, 1225, 857, 1624]",
451,N30051001442943,person,0.35,"[1908, 680, 2044, 1067]",
452,N30051001442943,person,0.33,"[1833, 732, 1948, 982]",
453,N30051001442943,handbag,0.32,"[1792, 1416, 1984, 1537]",
454,N30051001442943,person,0.32,"[1644, 955, 1964, 1194]",
455,N30051001442943,person,0.29,"[516, 898, 652, 1106]",
456,N30051001442943,person,0.28,"[130, 733, 250, 977]",
457,N30051001442943,person,0.28,"[449, 703, 591, 910]",
458,N30051000409406,person,0.92,"[2213, 586, 2830, 2227]",
459,N30051000409406,person,0.92,"[304, 495, 818, 2297]",
460,N30051000409406,person,0.91,"[779, 530, 1357, 2204]",
461,N30051000409406,person,0.89,"[1826, 541, 2365, 2199]",
462,N30051000409406,person,0.87,"[71, 507, 332, 1817]",
463,N30051000409406,person,0.86,"[1322, 560, 1882, 2184]",
464,N30051000409406,suitcase,0.82,"[147, 1608, 398, 1977]",
465,N30051000409406,suitcase,0.66,"[139, 1325, 387, 1597]",
466,N30051000409406,suitcase,0.6,"[124, 1563, 395, 1905]",
467,N30051000409406,person,0.54,"[1061, 164, 1239, 577]",
468,N30051000409406,tie,0.49,"[1597, 883, 1643, 948]",
469,N30051000409406,handbag,0.48,"[1204, 1457, 1374, 1791]",
470,N30051000409406,tie,0.45,"[2470, 880, 2539, 1004]",
471,N30051000409406,tie,0.43,"[1104, 817, 1161, 945]",
472,N30051000409406,person,0.4,"[763, 551, 1074, 1016]",
473,N30051000409406,suitcase,0.36,"[1787, 1535, 1952, 1832]",
474,N30051000409406,person,0.27,"[752, 547, 1074, 1943]",
475,N30051000459583,person,0.78,"[2282, 2168, 3005, 2731]",
476,N30051000459583,person,0.41,"[1277, 2028, 1660, 2570]",
477,N30051000459583,person,0.39,"[2971, 1934, 3394, 2720]",
478,N30051000459583,person,0.36,"[1512, 1667, 1781, 2033]",
479,N30051000459583,person,0.35,"[914, 2238, 1391, 2734]",
480,N30051000459583,person,0.35,"[1017, 1900, 1344, 2291]",
481,N30051000459583,person,0.32,"[1800, 1933, 2241, 2668]",
482,N30051000459583,person,0.28,"[2200, 1976, 2553, 2654]",
483,N30051000459583,person,0.27,"[1515, 2232, 1864, 2729]",
484,N30051000459583,person,0.26,"[293, 1878, 693, 2399]",
485,N30051000459583,person,0.25,"[1767, 1881, 1985, 2233]",
486,N30051001507026,car,0.88,"[1380, 1308, 2167, 1929]",
487,N30051001507026,person,0.82,"[1510, 1770, 1703, 2183]",
488,N30051001507026,car,0.81,"[2080, 816, 2366, 952]",
489,N30051001507026,person,0.78,"[1335, 1786, 1530, 2265]",
490,N30051001507026,person,0.76,"[2761, 1348, 2900, 1820]",
491,N30051001507026,car,0.74,"[330, 898, 589, 1119]",
492,N30051001507026,car,0.74,"[492, 981, 956, 1254]",
493,N30051001507026,truck,0.74,"[77, 690, 379, 955]",
494,N30051001507026,bicycle,0.73,"[1157, 1496, 1418, 1786]",
495,N30051001507026,bicycle,0.68,"[1088, 1386, 1222, 1635]",
496,N30051001507026,car,0.67,"[1658, 808, 1978, 952]",
497,N30051001507026,car,0.64,"[2844, 806, 2897, 893]",
498,N30051001507026,person,0.64,"[1261, 1358, 1392, 1708]",
499,N30051001507026,person,0.63,"[516, 2060, 825, 2269]",
500,N30051001507026,truck,0.53,"[1892, 1112, 2757, 1837]",
501,N30051001507026,truck,0.46,"[1349, 974, 1949, 1334]",
502,N30051001507026,person,0.42,"[843, 1212, 990, 1647]",
503,N30051001507026,person,0.41,"[1363, 1651, 1519, 1878]",
504,N30051001507026,person,0.38,"[531, 818, 607, 964]",
505,N30051001507026,person,0.37,"[1414, 1513, 1578, 1744]",
506,N30051001507026,person,0.34,"[1507, 1647, 1667, 1855]",
507,N30051001507026,bicycle,0.32,"[836, 1400, 998, 1682]",
508,N30051001507026,bicycle,0.31,"[367, 1129, 539, 1371]",
509,N30051001507026,person,0.31,"[628, 1159, 784, 1485]",
510,N30051001507026,car,0.31,"[77, 862, 216, 1000]",
511,N30051001507026,person,0.3,"[1350, 878, 1465, 1052]",
512,N30051001507026,person,0.29,"[433, 824, 494, 904]",
513,N30051001507026,person,0.26,"[394, 775, 442, 893]",
514,N30051001507026,person,0.26,"[626, 803, 667, 936]",
515,N30051001507026,person,0.26,"[684, 863, 760, 976]",
516,N30051001507026,car,0.26,"[689, 930, 928, 1049]",
517,N30051001507026,person,0.26,"[882, 953, 965, 1113]",
518,N30051001507026,person,0.25,"[255, 902, 351, 1088]",
519,N30051001441499,person,0.83,"[2274, 1405, 2675, 2402]",
520,N30051001441499,person,0.78,"[1901, 1468, 2311, 2406]",
521,N30051001441499,handbag,0.76,"[1601, 1590, 1846, 1766]",
522,N30051001441499,person,0.74,"[2580, 1233, 2913, 2408]",
523,N30051001441499,person,0.68,"[1495, 1002, 1949, 1680]",
524,N30051001441499,person,0.64,"[1194, 942, 1604, 1603]",
525,N30051001441499,person,0.61,"[1053, 904, 1327, 1503]",
526,N30051001441499,person,0.59,"[63, 1060, 387, 2182]",
527,N30051001441499,person,0.54,"[324, 2024, 1140, 2400]",
528,N30051001441499,person,0.5,"[1731, 590, 1888, 1098]",
529,N30051001441499,person,0.48,"[1476, 637, 1758, 1084]",
530,N30051001441499,person,0.46,"[998, 746, 1193, 1142]",
531,N30051001441499,tie,0.42,"[1738, 1146, 1787, 1320]",
532,N30051001441499,tie,0.41,"[504, 1531, 560, 1639]",
533,N30051001441499,person,0.4,"[666, 1317, 1039, 1984]",
534,N30051001441499,person,0.39,"[1876, 611, 2077, 1107]",
535,N30051001441499,person,0.37,"[2031, 636, 2212, 1089]",
536,N30051001441499,person,0.37,"[891, 1312, 1134, 1993]",
537,N30051001441499,person,0.37,"[2136, 949, 2347, 1552]",
538,N30051001441499,tie,0.35,"[1957, 751, 1991, 879]",
539,N30051001441499,person,0.34,"[1922, 934, 2155, 1190]",
540,N30051001441499,person,0.33,"[2044, 1166, 2321, 1622]",
541,N30051001441499,person,0.32,"[313, 1300, 632, 2013]",
542,N30051001441499,tie,0.32,"[1766, 1150, 1819, 1379]",
543,N30051001441499,tie,0.3,"[1385, 685, 1409, 766]",
544,N30051001441499,person,0.28,"[606, 1084, 817, 1488]",
545,N30051001441499,person,0.27,"[796, 738, 1049, 1403]",
546,N30051000409158,person,0.89,"[733, 1182, 1012, 1979]",
547,N30051000409158,person,0.82,"[1310, 1468, 1621, 2288]",
548,N30051000409158,person,0.79,"[2291, 1441, 2575, 2210]",
549,N30051000409158,person,0.77,"[2073, 1821, 2420, 2320]",
550,N30051000409158,person,0.77,"[659, 1562, 908, 2313]",
551,N30051000409158,person,0.76,"[2592, 1745, 2887, 2319]",
552,N30051000409158,person,0.73,"[1905, 1453, 2246, 2299]",
553,N30051000409158,person,0.71,"[1826, 627, 2096, 1265]",
554,N30051000409158,person,0.7,"[348, 1253, 567, 1827]",
555,N30051000409158,person,0.67,"[1567, 1199, 1904, 2194]",
556,N30051000409158,person,0.64,"[144, 1328, 456, 2259]",
557,N30051000409158,person,0.64,"[2671, 1094, 2907, 1835]",
558,N30051000409158,person,0.56,"[2280, 558, 2481, 981]",
559,N30051000409158,truck,0.55,"[68, 65, 1878, 1615]",
560,N30051000409158,person,0.55,"[440, 1456, 744, 2233]",
561,N30051000409158,person,0.55,"[1308, 952, 1697, 1556]",
562,N30051000409158,person,0.47,"[1883, 1133, 2244, 1757]",
563,N30051000409158,person,0.46,"[1884, 205, 2058, 587]",
564,N30051000409158,person,0.46,"[2297, 890, 2678, 1612]",
565,N30051000409158,person,0.39,"[1669, 919, 1882, 1203]",
566,N30051000409158,person,0.35,"[2264, 756, 2524, 1380]",
567,N30051000409158,person,0.35,"[2677, 131, 2856, 533]",
568,N30051000409158,person,0.31,"[1994, 288, 2177, 575]",
569,N30051000409158,person,0.3,"[2025, 1146, 2243, 1563]",
570,N30051000409158,person,0.3,"[1882, 1110, 2100, 1758]",
571,N30051000409158,person,0.29,"[1698, 1078, 1898, 1382]",
572,N30051001468666,person,0.95,"[994, 507, 2262, 1764]",
573,N30051001468666,tie,0.87,"[1561, 1080, 1706, 1605]",
574,N30051001468666,book,0.85,"[1891, 1692, 2791, 2238]",
575,N30051001468666,book,0.62,"[2379, 1441, 2912, 1709]",
576,N30051001468666,book,0.32,"[487, 1586, 1943, 1909]",
577,N30051001464020,person,0.88,"[1452, 1191, 1674, 1908]",
578,N30051001464020,person,0.86,"[1662, 1199, 1855, 1746]",
579,N30051001464020,person,0.83,"[944, 1323, 1223, 1851]",
580,N30051001464020,person,0.76,"[2564, 1131, 2707, 1436]",
581,N30051001464020,person,0.72,"[2116, 1174, 2241, 1434]",
582,N30051001464020,person,0.64,"[1903, 1196, 2004, 1430]",
583,N30051001464020,person,0.64,"[2684, 1187, 2820, 1437]",
584,N30051001464020,person,0.58,"[2229, 1188, 2344, 1432]",
585,N30051001464020,person,0.54,"[1827, 1184, 1930, 1428]",
586,N30051001464020,person,0.43,"[1985, 1200, 2081, 1431]",
587,N30051001464020,person,0.32,"[2044, 1208, 2113, 1433]",
588,N30051001464020,person,0.27,"[2788, 1169, 2878, 1437]",
589,N30051001483087,person,0.71,"[2726, 1360, 2819, 1526]",
590,N30051001483087,person,0.67,"[2818, 1254, 2893, 1527]",
591,N30051001483087,motorcycle,0.66,"[1621, 1342, 1765, 1503]",
592,N30051001483087,person,0.59,"[1795, 1273, 1877, 1458]",
593,N30051001483087,person,0.51,"[2615, 1277, 2656, 1388]",
594,N30051001483087,person,0.45,"[1650, 1281, 1751, 1500]",
595,N30051001483087,person,0.33,"[2113, 1286, 2157, 1380]",
596,N30051001483087,person,0.3,"[2771, 1257, 2844, 1523]",
597,N30051001463634,person,0.93,"[836, 612, 1506, 2440]",
598,N30051001463634,person,0.91,"[1459, 776, 2048, 2348]",
599,N30051001463634,bottle,0.86,"[599, 1902, 693, 2312]",
600,N30051001463634,bottle,0.86,"[463, 1903, 562, 2308]",
601,N30051001463634,tie,0.33,"[1702, 1013, 1760, 1088]",
602,N30051000398294,person,0.94,"[518, 119, 1198, 1945]",
603,N30051000398294,person,0.93,"[1233, 657, 1613, 1817]",
604,N30051000398294,boat,0.63,"[865, 61, 2729, 1743]",
605,N30051000398294,person,0.44,"[443, 1346, 473, 1436]",
606,N30051000398294,person,0.34,"[372, 1350, 403, 1434]",
607,N30051001457792,train,0.94,"[84, 1031, 2315, 2480]",
608,N30051001457792,person,0.89,"[906, 1869, 1079, 2323]",
609,N30051001457792,person,0.88,"[1321, 1836, 1608, 2630]",
610,N30051001509113,person,0.88,"[1068, 826, 1791, 2560]",
611,N30051001509113,tie,0.39,"[1321, 1240, 1413, 1490]",
612,N30051000830189,train,0.87,"[1589, 709, 2267, 1606]",
613,N30051000830189,person,0.86,"[925, 1168, 1070, 1664]",
614,N30051000830189,person,0.85,"[1049, 1100, 1278, 1729]",
615,N30051000830189,person,0.8,"[386, 1059, 627, 1746]",
616,N30051000830189,person,0.79,"[2269, 1179, 2334, 1351]",
617,N30051000830189,person,0.73,"[65, 1140, 181, 1685]",
618,N30051000830189,person,0.63,"[1347, 1238, 1502, 1667]",
619,N30051000830189,person,0.44,"[1339, 1158, 1493, 1352]",
620,N30051000830189,person,0.39,"[1488, 1170, 1584, 1487]",
621,N30051000830189,tie,0.3,"[509, 1172, 565, 1263]",
622,N30051000830189,motorcycle,0.29,"[1445, 1294, 1571, 1568]",
623,N30051000830189,person,0.27,"[1330, 1207, 1370, 1293]",
624,N30051000830189,person,0.27,"[1504, 1168, 1573, 1297]",
625,N30051000830189,bicycle,0.26,"[1448, 1305, 1567, 1569]",
626,N30051000444437,person,0.82,"[613, 899, 1510, 2037]",
627,N30051000444437,person,0.81,"[2134, 107, 2666, 755]",
628,N30051000444437,tie,0.81,"[2211, 1174, 2287, 1305]",
629,N30051000444437,person,0.81,"[2269, 958, 2898, 2313]",
630,N30051000444437,person,0.79,"[1623, 745, 2564, 2304]",
631,N30051000444437,person,0.76,"[74, 616, 898, 2300]",
632,N30051000444437,person,0.73,"[1416, 833, 2009, 1829]",
633,N30051000444437,person,0.72,"[77, 200, 258, 779]",
634,N30051000444437,person,0.69,"[2375, 125, 2904, 1122]",
635,N30051000444437,person,0.67,"[910, 546, 1554, 1046]",
636,N30051000444437,person,0.67,"[266, 199, 860, 1328]",
637,N30051000444437,tie,0.62,"[1776, 413, 1845, 507]",
638,N30051000444437,person,0.62,"[2382, 144, 2903, 1671]",
639,N30051000444437,person,0.61,"[1791, 457, 2163, 1116]",
640,N30051000444437,person,0.59,"[1121, 157, 1604, 690]",
641,N30051000444437,person,0.58,"[1466, 73, 2012, 867]",
642,N30051000444437,book,0.45,"[1221, 1736, 1609, 1906]",
643,N30051000444437,person,0.4,"[1891, 75, 2308, 523]",
644,N30051000444437,tie,0.39,"[640, 605, 709, 740]",
645,N30051000444437,person,0.39,"[71, 1217, 891, 2303]",
646,N30051000444437,tie,0.37,"[2717, 1380, 2830, 1710]",
647,N30051000444437,person,0.32,"[75, 609, 562, 1537]",
648,N30051000444437,dinning table,0.31,"[883, 1679, 1748, 2299]",
649,N30051000444437,person,0.3,"[2578, 964, 2900, 2306]",
650,N30051000444437,book,0.29,"[1864, 1759, 2157, 1919]",
651,N30051001444469,person,0.94,"[953, 329, 2102, 1870]",
652,N30051001444469,wine glass,0.92,"[2079, 1457, 2318, 1913]",
653,N30051001444469,fork,0.8,"[2436, 2121, 2640, 2340]",
654,N30051001444469,dinning table,0.77,"[35, 1614, 2936, 2337]",
655,N30051001444469,cup,0.54,"[2729, 1624, 2907, 1895]",
656,N30051001444469,tie,0.35,"[370, 1197, 658, 2077]",
657,N30051001444469,wine glass,0.31,"[372, 1200, 657, 2078]",
658,N30051001455465,person,0.93,"[1307, 385, 2596, 2284]",
659,N30051001455465,chair,0.82,"[2107, 1401, 2779, 2388]",
660,N30051001455465,book,0.6,"[108, 1337, 1101, 1950]",
661,N30051001455465,book,0.51,"[1042, 1950, 2197, 2267]",
662,N30051001455465,tie,0.4,"[1787, 934, 1937, 1208]",
663,N30051001455465,book,0.34,"[2493, 1138, 2812, 1283]",
664,N30051001455465,book,0.32,"[2515, 1075, 2829, 1219]",
665,N30051001455465,book,0.31,"[1040, 1806, 2243, 2257]",
666,N30051001455465,book,0.25,"[1060, 1947, 2267, 2391]",
667,N30051001455465,book,0.25,"[1071, 2137, 2292, 2396]",
668,N30051001455739,bicycle,0.93,"[95, 1222, 1682, 2365]",
669,N30051001455739,person,0.9,"[570, 373, 1213, 2351]",
670,N30051001455739,person,0.88,"[2193, 268, 2762, 1859]",
671,N30051001455739,bicycle,0.82,"[1635, 993, 2897, 2377]",
672,N30051001455739,person,0.78,"[1561, 472, 2151, 1809]",
673,N30051001455739,handbag,0.74,"[1113, 1056, 1571, 1432]",
674,N30051001455739,person,0.73,"[74, 659, 168, 1172]",
675,N30051001455739,car,0.71,"[258, 722, 410, 888]",
676,N30051001455739,handbag,0.38,"[1877, 1079, 2333, 1471]",
677,N30051001455739,person,0.32,"[1023, 482, 1566, 2099]",
678,N30051001455739,person,0.29,"[1032, 485, 1523, 1115]",
679,N30051001465233,person,0.87,"[1770, 1302, 1959, 1782]",
680,N30051001465233,truck,0.85,"[229, 651, 2428, 2058]",
681,N30051001465233,person,0.85,"[73, 1287, 226, 1774]",
682,N30051001465233,person,0.67,"[2753, 1260, 2885, 1923]",
683,N30051001465233,bicycle,0.66,"[2571, 1429, 2740, 1632]",
684,N30051001465233,person,0.6,"[2673, 1313, 2794, 1635]",
685,N30051001465233,person,0.34,"[2675, 1307, 2805, 1823]",
686,N30051001465712,person,0.88,"[75, 512, 749, 2087]",
687,N30051001465712,person,0.87,"[1723, 573, 2264, 1778]",
688,N30051001465712,person,0.87,"[138, 588, 1143, 2221]",
689,N30051001465712,person,0.84,"[992, 589, 1483, 1788]",
690,N30051001465712,person,0.81,"[2374, 543, 2712, 1546]",
691,N30051001465712,person,0.81,"[1062, 616, 1799, 1988]",
692,N30051001465712,chair,0.68,"[2230, 939, 2532, 1686]",
693,N30051001465712,person,0.66,"[2688, 625, 2919, 1431]",
694,N30051001465712,person,0.62,"[1728, 666, 1923, 1536]",
695,N30051001465712,chair,0.58,"[585, 1173, 1137, 2140]",
696,N30051001465712,person,0.55,"[2150, 545, 2391, 1021]",
697,N30051001465712,person,0.52,"[107, 651, 437, 1603]",
698,N30051001465712,person,0.44,"[76, 661, 250, 972]",
699,N30051001465712,chair,0.42,"[1971, 1094, 2272, 1833]",
700,N30051001465712,person,0.41,"[2728, 449, 2918, 782]",
701,N30051001465712,potted plant,0.37,"[660, 260, 1031, 577]",
702,N30051001465712,person,0.32,"[1168, 629, 1293, 868]",
703,N30051001465712,person,0.32,"[132, 738, 503, 1643]",
704,N30051001465712,chair,0.31,"[2616, 916, 2843, 1581]",
705,N30051001465712,person,0.31,"[2641, 470, 2795, 786]",
706,N30051001465712,person,0.31,"[75, 666, 256, 1422]",
707,N30051001465712,person,0.29,"[975, 652, 1225, 1512]",
708,N30051001465712,chair,0.29,"[1427, 1141, 1800, 1992]",
709,N30051000586583,person,0.92,"[697, 470, 1214, 2127]",
710,N30051000586583,person,0.92,"[1872, 420, 2395, 2132]",
711,N30051000586583,person,0.89,"[2301, 600, 2655, 1757]",
712,N30051000586583,person,0.87,"[1475, 437, 1931, 2103]",
713,N30051000586583,person,0.86,"[121, 569, 423, 1845]",
714,N30051000586583,person,0.85,"[1142, 497, 1512, 2085]",
715,N30051000586583,person,0.76,"[503, 894, 691, 1558]",
716,N30051000586583,person,0.74,"[385, 977, 575, 1589]",
717,N30051000586583,tie,0.74,"[2029, 722, 2136, 796]",
718,N30051000586583,person,0.62,"[2725, 481, 2892, 1730]",
719,N30051000586583,tie,0.59,"[956, 846, 1071, 1231]",
720,N30051000586583,tie,0.5,"[2028, 761, 2173, 1236]",
721,N30051000586583,person,0.49,"[592, 776, 727, 1080]",
722,N30051000586583,person,0.48,"[2634, 685, 2784, 1345]",
723,N30051000586583,person,0.38,"[73, 594, 344, 2106]",
724,N30051000586583,person,0.36,"[591, 773, 729, 1465]",
725,N30051000586583,person,0.31,"[70, 592, 206, 1741]",
726,N30051001444709,person,0.95,"[664, 440, 2059, 2138]",
727,N30051001444709,person,0.87,"[2232, 928, 2932, 1996]",
728,N30051001444709,tie,0.87,"[2612, 1413, 2718, 1711]",
729,N30051001444709,tie,0.87,"[1381, 927, 1503, 1197]",
730,N30051001444709,person,0.82,"[106, 855, 982, 2150]",
731,N30051001444709,wine glass,0.76,"[1731, 1710, 1944, 2089]",
732,N30051001444709,cup,0.7,"[908, 1915, 1087, 2164]",
733,N30051001444709,wine glass,0.6,"[2280, 1662, 2497, 2020]",
734,N30051001444709,bowl,0.46,"[1273, 2045, 1715, 2146]",
735,N30051001444709,tie,0.42,"[405, 1263, 565, 1584]",
736,N30051001444709,tie,0.42,"[403, 1263, 563, 1753]",
737,N30051001444709,bottle,0.27,"[1969, 1700, 2255, 2077]",
738,N30051001450086,person,0.91,"[1497, 970, 1995, 2150]",
739,N30051001450086,person,0.89,"[1093, 1016, 1525, 2089]",
740,N30051001450086,person,0.89,"[607, 456, 1117, 2161]",
741,N30051001450086,person,0.86,"[1960, 412, 2461, 2163]",
742,N30051001450086,person,0.85,"[1231, 618, 1586, 1323]",
743,N30051001450086,person,0.84,"[1544, 649, 1886, 1220]",
744,N30051001450086,person,0.72,"[1003, 565, 1215, 1481]",
745,N30051001450086,person,0.43,"[1828, 629, 2039, 1564]",
746,N30051001450086,chair,0.4,"[1100, 1566, 1523, 2077]",
747,N30051001450086,tie,0.26,"[1399, 818, 1435, 852]",
748,N30051000363991,potted plant,0.92,"[926, 1466, 1669, 2079]",
749,N30051000363991,person,0.89,"[878, 1180, 1247, 1450]",
750,N30051000363991,person,0.87,"[676, 1234, 909, 1450]",
751,N30051000363991,person,0.85,"[1288, 998, 1643, 1447]",
752,N30051000363991,person,0.78,"[86, 1141, 414, 1534]",
753,N30051000363991,person,0.78,"[2199, 1192, 2520, 1445]",
754,N30051000363991,person,0.76,"[399, 1220, 692, 1448]",
755,N30051000363991,person,0.7,"[2700, 1177, 2919, 1527]",
756,N30051000363991,person,0.67,"[1580, 1225, 1867, 1452]",
757,N30051000363991,person,0.61,"[1862, 1229, 2161, 1451]",
